image,gt_label,pred_label,confidence
datasets\weather\val\overcast\b555790d-ef09fa96.jpg,overcast,overcast,0.7757009267807007
datasets\weather\val\overcast\b557283b-523d9a0c.jpg,overcast,rainy,0.4927572011947632
datasets\weather\val\overcast\b557d9d0-bff2bed2.jpg,overcast,overcast,0.6837549805641174
datasets\weather\val\overcast\b55bd14f-50306d5f.jpg,overcast,overcast,0.619034469127655
datasets\weather\val\overcast\b565d4cc-2e6cb390.jpg,overcast,overcast,0.8963624238967896
datasets\weather\val\overcast\b5661732-3684230b.jpg,overcast,overcast,0.5484752655029297
datasets\weather\val\overcast\b566fee4-453e3805.jpg,overcast,overcast,0.5814276337623596
datasets\weather\val\overcast\b570f833-dd98c0f2.jpg,overcast,rainy,0.3309357166290283
datasets\weather\val\overcast\b5764fb7-c47fa3ec.jpg,overcast,snowy,0.42042553424835205
datasets\weather\val\overcast\b577827c-28fc9b0d.jpg,overcast,clear,0.361144095659256
datasets\weather\val\overcast\b57b533b-58103d3d.jpg,overcast,rainy,0.4675270617008209
datasets\weather\val\overcast\b57b9ee8-3e089c95.jpg,overcast,snowy,0.517026960849762
datasets\weather\val\overcast\b57b9ee8-e2a6d34d.jpg,overcast,overcast,0.6581927537918091
datasets\weather\val\overcast\b57bf234-f74a8d43.jpg,overcast,overcast,0.4809325337409973
datasets\weather\val\overcast\b58436bb-213f1b3d.jpg,overcast,overcast,0.36884692311286926
datasets\weather\val\overcast\b586b979-c563c3e2.jpg,overcast,overcast,0.36913755536079407
datasets\weather\val\overcast\b59413ff-9094612f.jpg,overcast,overcast,0.554929792881012
datasets\weather\val\overcast\b59d9baf-e6b58cf2.jpg,overcast,overcast,0.7694365382194519
datasets\weather\val\overcast\b59e50fa-ca034dd0.jpg,overcast,overcast,0.42267030477523804
datasets\weather\val\overcast\b59fa0de-b520450e.jpg,overcast,snowy,0.8725525736808777
datasets\weather\val\overcast\b5a0301b-517db15b.jpg,overcast,overcast,0.5428524613380432
datasets\weather\val\overcast\b5aa77fa-b1916843.jpg,overcast,overcast,0.8216744661331177
datasets\weather\val\overcast\b5b17442-48053f00.jpg,overcast,overcast,0.3166935443878174
datasets\weather\val\overcast\b5b17442-ad1dc2ea.jpg,overcast,snowy,0.36880847811698914
datasets\weather\val\overcast\b5b71e8e-96a024a9.jpg,overcast,overcast,0.38688424229621887
datasets\weather\val\overcast\b5b79bf9-36cbce30.jpg,overcast,snowy,0.7110034823417664
datasets\weather\val\overcast\b5baa2a5-1fe22e65.jpg,overcast,overcast,0.8697004914283752
datasets\weather\val\overcast\b5c12993-4c3d9135.jpg,overcast,overcast,0.4378981292247772
datasets\weather\val\overcast\b5c12993-8cba5224.jpg,overcast,overcast,0.6616805195808411
datasets\weather\val\overcast\b5c324dc-68f1aa1d.jpg,overcast,overcast,0.486575186252594
datasets\weather\val\overcast\b5cd3939-44dd0c20.jpg,overcast,rainy,0.6534103751182556
datasets\weather\val\overcast\b5cd5f72-32232751.jpg,overcast,overcast,0.663394033908844
datasets\weather\val\overcast\b5cf8afa-b54535d2.jpg,overcast,rainy,0.4593256711959839
datasets\weather\val\overcast\b5d9531f-48222cf3.jpg,overcast,overcast,0.7096962928771973
datasets\weather\val\overcast\b5ddd07f-ef2cf011.jpg,overcast,overcast,0.47987228631973267
datasets\weather\val\overcast\b5e6efc0-345b365d.jpg,overcast,overcast,0.720243513584137
datasets\weather\val\overcast\b5e6efc0-d83e76ab.jpg,overcast,overcast,0.7754085063934326
datasets\weather\val\overcast\b5f14913-d70897d9.jpg,overcast,overcast,0.7758811116218567
datasets\weather\val\overcast\b5fac784-638336fd.jpg,overcast,overcast,0.45926594734191895
datasets\weather\val\overcast\b5fe17dd-52352131.jpg,overcast,snowy,0.7762992978096008
datasets\weather\val\overcast\b5fe17dd-b6648364.jpg,overcast,snowy,0.42382580041885376
datasets\weather\val\overcast\b610204c-e3c8c65f.jpg,overcast,overcast,0.6829957365989685
datasets\weather\val\overcast\b61aec41-7b16e55c.jpg,overcast,overcast,0.5263404846191406
datasets\weather\val\overcast\b61fda8b-dbcf61c1.jpg,overcast,clear,0.3321603238582611
datasets\weather\val\overcast\b621872c-51db2c14.jpg,overcast,clear,0.38576188683509827
datasets\weather\val\overcast\b6219281-0695c9fd.jpg,overcast,snowy,0.3396349251270294
datasets\weather\val\overcast\b6219281-2b4b9493.jpg,overcast,snowy,0.5009000301361084
datasets\weather\val\overcast\b6241b17-301c2e2e.jpg,overcast,overcast,0.6003987193107605
datasets\weather\val\overcast\b63b1c14-f01a2f6b.jpg,overcast,snowy,0.6799343824386597
datasets\weather\val\overcast\b63f0379-f0b444b5.jpg,overcast,overcast,0.5345350503921509
datasets\weather\val\overcast\b641595b-a1ea9ccc.jpg,overcast,overcast,0.90491783618927
datasets\weather\val\overcast\b6579e76-e438da36.jpg,overcast,overcast,0.4966122806072235
datasets\weather\val\overcast\b65fadaa-c6abbbaa.jpg,overcast,overcast,0.4235011339187622
datasets\weather\val\overcast\b6770025-c81ef5ed.jpg,overcast,snowy,0.6825613975524902
datasets\weather\val\overcast\b6818d65-6cfd37c8.jpg,overcast,snowy,0.44500958919525146
datasets\weather\val\overcast\b683b494-0b21b850.jpg,overcast,overcast,0.7998983860015869
datasets\weather\val\overcast\b6876a74-8532d216.jpg,overcast,overcast,0.5238050222396851
datasets\weather\val\overcast\b68fe1ec-4c1094e2.jpg,overcast,overcast,0.5721575021743774
datasets\weather\val\overcast\b690989d-07e39c92.jpg,overcast,overcast,0.34214577078819275
datasets\weather\val\overcast\b696ed52-a487c213.jpg,overcast,snowy,0.6834285259246826
datasets\weather\val\overcast\b69876fe-79c5a97a.jpg,overcast,overcast,0.8102261424064636
datasets\weather\val\overcast\b699a1df-6e9e269d.jpg,overcast,overcast,0.6480754017829895
datasets\weather\val\overcast\b69a7e04-226ce8c3.jpg,overcast,overcast,0.434662401676178
datasets\weather\val\overcast\b69fc2ae-156d58aa.jpg,overcast,rainy,0.48726046085357666
datasets\weather\val\overcast\b6b871e8-e0718c93.jpg,overcast,overcast,0.7097321152687073
datasets\weather\val\overcast\b6ba23a1-98fd0d6b.jpg,overcast,overcast,0.5184220671653748
datasets\weather\val\overcast\b6cebd5a-5ca64f5f.jpg,overcast,overcast,0.5731448531150818
datasets\weather\val\overcast\b6d0b46a-ec482777.jpg,overcast,overcast,0.8695012331008911
datasets\weather\val\overcast\b6d855a5-38d55a26.jpg,overcast,clear,0.4948175251483917
datasets\weather\val\overcast\b6db6674-29fd8e88.jpg,overcast,overcast,0.5340836048126221
datasets\weather\val\overcast\b6db6674-bd255464.jpg,overcast,overcast,0.7061312794685364
datasets\weather\val\overcast\b6decb24-7fbd99e8.jpg,overcast,snowy,0.4709588587284088
datasets\weather\val\overcast\b6e683d2-84d2dfbf.jpg,overcast,overcast,0.3812033236026764
datasets\weather\val\overcast\b6f40904-693d5d3d.jpg,overcast,rainy,0.3327206075191498
datasets\weather\val\overcast\b6f77fda-46184a8c.jpg,overcast,overcast,0.37876278162002563
datasets\weather\val\overcast\b6ffd606-322ba017.jpg,overcast,overcast,0.6929576396942139
datasets\weather\val\overcast\b7041acc-a64aa9d2.jpg,overcast,overcast,0.6801609992980957
datasets\weather\val\overcast\b709801c-c2f5bc24.jpg,overcast,overcast,0.3527393639087677
datasets\weather\val\overcast\b70b64da-2a532ff1.jpg,overcast,snowy,0.43845826387405396
datasets\weather\val\overcast\b71d7574-015d9d5d.jpg,overcast,overcast,0.5156926512718201
datasets\weather\val\overcast\b71d7574-2af6ba2d.jpg,overcast,overcast,0.6372326016426086
datasets\weather\val\overcast\b71d7574-c6113b75.jpg,overcast,overcast,0.6138887405395508
datasets\weather\val\overcast\b720f8cf-eb23da16.jpg,overcast,overcast,0.6438883543014526
datasets\weather\val\overcast\b721bf1b-be4e2e12.jpg,overcast,rainy,0.532004177570343
datasets\weather\val\overcast\b7226661-1ba4dc1a.jpg,overcast,overcast,0.695651650428772
datasets\weather\val\overcast\b7226661-aff64877.jpg,overcast,overcast,0.46734619140625
datasets\weather\val\overcast\b726c429-726588e2.jpg,overcast,overcast,0.33300459384918213
datasets\weather\val\overcast\b726c429-b84a63c2.jpg,overcast,snowy,0.38113704323768616
datasets\weather\val\overcast\b726c429-c334aa54.jpg,overcast,overcast,0.7679207921028137
datasets\weather\val\overcast\b733b13d-e5dccc44.jpg,overcast,snowy,0.7767674922943115
datasets\weather\val\overcast\b73de6c1-1eb67050.jpg,overcast,overcast,0.7166697382926941
datasets\weather\val\overcast\b73f18e7-6341f45b.jpg,overcast,overcast,0.36684077978134155
datasets\weather\val\overcast\b74111eb-27276099.jpg,overcast,snowy,0.4275059103965759
datasets\weather\val\overcast\b7416b8c-5b0fcd5e.jpg,overcast,overcast,0.5287601947784424
datasets\weather\val\overcast\b7446774-29ac1db2.jpg,overcast,snowy,0.77150958776474
datasets\weather\val\overcast\b747a85e-79f375a1.jpg,overcast,rainy,0.6340731382369995
datasets\weather\val\overcast\b747a85e-9e012bdf.jpg,overcast,overcast,0.6814530491828918
datasets\weather\val\overcast\b74bedfc-6187ffd8.jpg,overcast,rainy,0.34831729531288147
datasets\weather\val\overcast\b74bedfc-9adcb4ef.jpg,overcast,overcast,0.6868418455123901
datasets\weather\val\overcast\b74f9c57-90451f20.jpg,overcast,overcast,0.9202448725700378
datasets\weather\val\overcast\b757f147-6a20b38f.jpg,overcast,clear,0.319807767868042
datasets\weather\val\overcast\b75bda07-d83a04eb.jpg,overcast,snowy,0.6393136382102966
datasets\weather\val\overcast\b75da19e-78c2c800.jpg,overcast,overcast,0.6845818161964417
datasets\weather\val\overcast\b75da19e-a1d997ec.jpg,overcast,overcast,0.4120650291442871
datasets\weather\val\overcast\b7610ba3-9eabe8e3.jpg,overcast,overcast,0.5060337781906128
datasets\weather\val\overcast\b769f2fa-026548da.jpg,overcast,snowy,0.4465063214302063
datasets\weather\val\overcast\b769f2fa-317151bf.jpg,overcast,overcast,0.5956869125366211
datasets\weather\val\overcast\b76fff5c-46f35d4c.jpg,overcast,overcast,0.6914047002792358
datasets\weather\val\overcast\b775af1c-bb5afbe3.jpg,overcast,overcast,0.31523653864860535
datasets\weather\val\overcast\b7789d1a-353aa20d.jpg,overcast,overcast,0.4382246136665344
datasets\weather\val\overcast\b77dc345-6d549a1b.jpg,overcast,snowy,0.6841137409210205
datasets\weather\val\overcast\b77dc345-d1f9b91c.jpg,overcast,overcast,0.3682060241699219
datasets\weather\val\overcast\b780088d-0bf9e946.jpg,overcast,overcast,0.4526786506175995
datasets\weather\val\overcast\b780088d-b85f1b00.jpg,overcast,overcast,0.6974360346794128
datasets\weather\val\overcast\b7841cd5-1fe9c108.jpg,overcast,snowy,0.4095548987388611
datasets\weather\val\overcast\b788c509-56f6a40a.jpg,overcast,overcast,0.731127917766571
datasets\weather\val\overcast\b7910b55-a1ab1901.jpg,overcast,snowy,0.472481369972229
datasets\weather\val\overcast\b7935597-0fb3bad7.jpg,overcast,overcast,0.428234726190567
datasets\weather\val\overcast\b797647c-5f2154db.jpg,overcast,overcast,0.5771567821502686
datasets\weather\val\overcast\b79c1f8d-8409e845.jpg,overcast,overcast,0.5631083250045776
datasets\weather\val\overcast\b7a43d54-9a0a14f5.jpg,overcast,overcast,0.5908957123756409
datasets\weather\val\overcast\b7a8e795-06dce576.jpg,overcast,overcast,0.5938643217086792
datasets\weather\val\overcast\b7a8e795-0ff55db2.jpg,overcast,overcast,0.8417520523071289
datasets\weather\val\overcast\b7a8e795-1e7e5390.jpg,overcast,overcast,0.5111069083213806
datasets\weather\val\overcast\b7a8e795-ff80fddf.jpg,overcast,overcast,0.6017851233482361
datasets\weather\val\overcast\b7b1242b-3c255af6.jpg,overcast,rainy,0.3529486358165741
datasets\weather\val\overcast\b7b132fc-72617f81.jpg,overcast,overcast,0.73637455701828
datasets\weather\val\overcast\b7b7c088-13945e4c.jpg,overcast,snowy,0.7079969048500061
datasets\weather\val\overcast\b7b7c088-2fda29df.jpg,overcast,overcast,0.5249168276786804
datasets\weather\val\overcast\b7b89e71-e92f6983.jpg,overcast,rainy,0.4114021062850952
datasets\weather\val\overcast\b7ba2ed7-7f381040.jpg,overcast,rainy,0.9516258835792542
datasets\weather\val\overcast\b7ba9ad7-f89df072.jpg,overcast,rainy,0.35314464569091797
datasets\weather\val\overcast\b7bb0d6e-0fa5f5ae.jpg,overcast,snowy,0.3984394073486328
datasets\weather\val\overcast\b7bcc17a-17f66377.jpg,overcast,overcast,0.5241695642471313
datasets\weather\val\overcast\b7bf181d-8a32731e.jpg,overcast,overcast,0.9203787446022034
datasets\weather\val\overcast\b7c448a7-d2d6ae03.jpg,overcast,overcast,0.4573713541030884
datasets\weather\val\overcast\b7d3916f-ab5b5296.jpg,overcast,overcast,0.5218632221221924
datasets\weather\val\overcast\b7d46034-cd47154f.jpg,overcast,rainy,0.4881000220775604
datasets\weather\val\overcast\b7e347d4-8ab9f4b5.jpg,overcast,overcast,0.5657357573509216
datasets\weather\val\overcast\b7e8932c-3f90dbfc.jpg,overcast,snowy,0.4718465507030487
datasets\weather\val\overcast\b7ec9c7e-816b5937.jpg,overcast,snowy,0.764585018157959
datasets\weather\val\overcast\b7ec9c7e-cfdf4a45.jpg,overcast,overcast,0.4962981343269348
datasets\weather\val\overcast\b7f75fad-1c1c419b.jpg,overcast,overcast,0.8626918792724609
datasets\weather\val\overcast\b7fc572c-aff1b54d.jpg,overcast,snowy,0.6003036499023438
datasets\weather\val\overcast\b7fc572c-d84b9bc6.jpg,overcast,snowy,0.5208197832107544
datasets\weather\val\overcast\b7fd3f86-2750b2d7.jpg,overcast,overcast,0.6669141054153442
datasets\weather\val\overcast\b7fd3f86-5366a23c.jpg,overcast,overcast,0.5205727219581604
datasets\weather\val\overcast\b7fd3f86-ba8bf79c.jpg,overcast,overcast,0.6045874953269958
datasets\weather\val\overcast\b818033e-1407617c.jpg,overcast,overcast,0.5126487612724304
datasets\weather\val\overcast\b818033e-482dae8c.jpg,overcast,overcast,0.4147743880748749
datasets\weather\val\overcast\b818033e-87034df2.jpg,overcast,overcast,0.7231068015098572
datasets\weather\val\overcast\b818033e-f4657ed3.jpg,overcast,rainy,0.42957910895347595
datasets\weather\val\overcast\b81b8523-57ccb331.jpg,overcast,overcast,0.7352265119552612
datasets\weather\val\overcast\b82e22f1-40b5aa11.jpg,overcast,rainy,0.48681673407554626
datasets\weather\val\overcast\b84a1117-338ddf33.jpg,overcast,overcast,0.8706148266792297
datasets\weather\val\overcast\b85420e2-ea146a8a.jpg,overcast,overcast,0.6265432238578796
datasets\weather\val\overcast\b857eb06-a85b37f5.jpg,overcast,overcast,0.5089244842529297
datasets\weather\val\overcast\b857eb06-ef3987ae.jpg,overcast,overcast,0.4488883316516876
datasets\weather\val\overcast\b8588ac6-afc0184a.jpg,overcast,overcast,0.5315213799476624
datasets\weather\val\overcast\b86413b9-35499361.jpg,overcast,overcast,0.8356127142906189
datasets\weather\val\overcast\b86ab068-8556a229.jpg,overcast,snowy,0.7283827662467957
datasets\weather\val\overcast\b873b095-4530040c.jpg,overcast,overcast,0.5683779120445251
datasets\weather\val\overcast\b8781f69-76c72b31.jpg,overcast,overcast,0.6706169843673706
datasets\weather\val\overcast\b87ca2c5-c3c6e7ce.jpg,overcast,snowy,0.4991423189640045
datasets\weather\val\overcast\b87d3733-83cb66cc.jpg,overcast,overcast,0.4132290184497833
datasets\weather\val\overcast\b87e8d90-a0917f70.jpg,overcast,snowy,0.6177371740341187
datasets\weather\val\overcast\b87fe215-0f7b05e0.jpg,overcast,overcast,0.3601866066455841
datasets\weather\val\overcast\b888e048-8018b284.jpg,overcast,overcast,0.4111040532588959
datasets\weather\val\overcast\b88b6624-e1aabf99.jpg,overcast,snowy,0.6537624001502991
datasets\weather\val\overcast\b892f130-8828257e.jpg,overcast,overcast,0.33608564734458923
datasets\weather\val\overcast\b893983a-265a0b70.jpg,overcast,overcast,0.4715089499950409
datasets\weather\val\overcast\b8a795ee-c1ce7ac0.jpg,overcast,snowy,0.4450940191745758
datasets\weather\val\overcast\b8afaffa-21f32286.jpg,overcast,clear,0.35794687271118164
datasets\weather\val\overcast\b8b3e840-06f018d3.jpg,overcast,snowy,0.428594708442688
datasets\weather\val\overcast\b8c2c8e8-bfe9cb41.jpg,overcast,overcast,0.48277145624160767
datasets\weather\val\overcast\b8cca913-a59e1a1b.jpg,overcast,clear,0.4045146405696869
datasets\weather\val\overcast\b8d6eb5f-c1f21fe4.jpg,overcast,rainy,0.39595329761505127
datasets\weather\val\overcast\b8ecdc10-e0148c98.jpg,overcast,overcast,0.39135512709617615
datasets\weather\val\overcast\b8ef1613-c936238e.jpg,overcast,snowy,0.32086181640625
datasets\weather\val\overcast\b8ef1613-cabb90be.jpg,overcast,overcast,0.4181853234767914
datasets\weather\val\overcast\b8f0315c-6d83432c.jpg,overcast,snowy,0.3658079504966736
datasets\weather\val\overcast\b8f65e48-10600b5e.jpg,overcast,overcast,0.4185315668582916
datasets\weather\val\overcast\b9047aca-4064a447.jpg,overcast,overcast,0.4078352451324463
datasets\weather\val\overcast\b9047aca-41787983.jpg,overcast,overcast,0.7845141887664795
datasets\weather\val\overcast\b9094f83-df5b86f1.jpg,overcast,overcast,0.3413732349872589
datasets\weather\val\overcast\b90ed33f-2b527be4.jpg,overcast,overcast,0.7868869304656982
datasets\weather\val\overcast\b90f7487-17bb6cb9.jpg,overcast,snowy,0.7723654508590698
datasets\weather\val\overcast\b9102500-70bcb1c3.jpg,overcast,snowy,0.4673912525177002
datasets\weather\val\overcast\b934dfc0-55ee2773.jpg,overcast,overcast,0.6007674932479858
datasets\weather\val\overcast\b93a8e92-e5a0589d.jpg,overcast,clear,0.26089799404144287
datasets\weather\val\overcast\b93bd867-726d338b.jpg,overcast,overcast,0.4851645231246948
datasets\weather\val\overcast\b93c2c35-3533f822.jpg,overcast,overcast,0.8903121948242188
datasets\weather\val\overcast\b93c2c35-9a03812d.jpg,overcast,rainy,0.5221897959709167
datasets\weather\val\overcast\b94071ab-d4385c1a.jpg,overcast,snowy,0.6091837882995605
datasets\weather\val\overcast\b94313c9-962b4c59.jpg,overcast,overcast,0.7621134519577026
datasets\weather\val\overcast\b9524a81-89273957.jpg,overcast,overcast,0.9372860789299011
datasets\weather\val\overcast\b953a340-298cb3fb.jpg,overcast,snowy,0.9276249408721924
datasets\weather\val\overcast\b953efc6-455bdde1.jpg,overcast,overcast,0.787554919719696
datasets\weather\val\overcast\b953efc6-f40d4290.jpg,overcast,overcast,0.70744788646698
datasets\weather\val\overcast\b95709b5-53705d83.jpg,overcast,overcast,0.5923680067062378
datasets\weather\val\overcast\b975a665-66f04c31.jpg,overcast,overcast,0.8776931762695312
datasets\weather\val\overcast\b975a665-7b202002.jpg,overcast,overcast,0.4778452515602112
datasets\weather\val\overcast\b976b144-844de03e.jpg,overcast,clear,0.30993032455444336
datasets\weather\val\overcast\b97b9ee8-ea15f29a.jpg,overcast,snowy,0.7026242613792419
datasets\weather\val\overcast\b981c36d-a66bb611.jpg,overcast,rainy,0.36406129598617554
datasets\weather\val\overcast\b995794d-66208231.jpg,overcast,overcast,0.40506595373153687
datasets\weather\val\overcast\b995df4d-c889890c.jpg,overcast,rainy,0.3247312307357788
datasets\weather\val\overcast\b9966b34-d7579b48.jpg,overcast,snowy,0.6630874276161194
datasets\weather\val\overcast\b9966b34-db0fb6ba.jpg,overcast,overcast,0.7873098850250244
datasets\weather\val\overcast\b999b5f5-38c7b100.jpg,overcast,overcast,0.877910315990448
datasets\weather\val\overcast\b99b66a0-308f25ed.jpg,overcast,snowy,0.3244497776031494
datasets\weather\val\overcast\b99f7c8d-b97ed7dc.jpg,overcast,snowy,0.41840773820877075
datasets\weather\val\overcast\b9a0d48b-a89007f6.jpg,overcast,snowy,0.3069675862789154
datasets\weather\val\overcast\b9a0d48b-c9dfdd87.jpg,overcast,overcast,0.6974107027053833
datasets\weather\val\overcast\b9baae14-474c5be2.jpg,overcast,overcast,0.656930685043335
datasets\weather\val\overcast\b9c71ec0-1a77e45e.jpg,overcast,snowy,0.5476661324501038
datasets\weather\val\overcast\b9ca94a2-7f349303.jpg,overcast,rainy,0.7190324664115906
datasets\weather\val\overcast\b9d12c48-050117dc.jpg,overcast,overcast,0.784788966178894
datasets\weather\val\overcast\b9d12c48-1cdf1b03.jpg,overcast,overcast,0.5674123167991638
datasets\weather\val\overcast\b9e91422-944c7a2f.jpg,overcast,overcast,0.3917616903781891
datasets\weather\val\overcast\b9f22148-5d881ca7.jpg,overcast,overcast,0.9096052646636963
datasets\weather\val\overcast\b9fa66d8-a5fce3c5.jpg,overcast,overcast,0.5038691759109497
datasets\weather\val\overcast\ba08174b-15c134f7.jpg,overcast,snowy,0.5016534328460693
datasets\weather\val\overcast\ba112f29-22498dfa.jpg,overcast,rainy,0.6187810301780701
datasets\weather\val\overcast\ba1612fa-392883a2.jpg,overcast,clear,0.3818148076534271
datasets\weather\val\overcast\ba163cd8-1403cad9.jpg,overcast,snowy,0.4553898870944977
datasets\weather\val\overcast\ba2e8c76-bc128eda.jpg,overcast,snowy,0.464506596326828
datasets\weather\val\overcast\ba2e8c76-d7ca505e.jpg,overcast,snowy,0.44485920667648315
datasets\weather\val\overcast\ba336fcb-24158015.jpg,overcast,overcast,0.5524330735206604
datasets\weather\val\overcast\ba3ffa1d-05ce6de4.jpg,overcast,overcast,0.4321221709251404
datasets\weather\val\overcast\ba465f46-6ec77334.jpg,overcast,overcast,0.6907076239585876
datasets\weather\val\overcast\ba467364-d5d97e59.jpg,overcast,rainy,0.4775303602218628
datasets\weather\val\overcast\ba479cb3-f5cd5cdf.jpg,overcast,snowy,0.4088365435600281
datasets\weather\val\overcast\ba54b6fd-896b735c.jpg,overcast,overcast,0.7022128105163574
datasets\weather\val\overcast\ba5c759c-1913a624.jpg,overcast,rainy,0.4088050127029419
datasets\weather\val\overcast\ba5c759c-45dd7a4f.jpg,overcast,overcast,0.4412035346031189
datasets\weather\val\overcast\ba665bd8-d582ba49.jpg,overcast,snowy,0.6166114807128906
datasets\weather\val\overcast\ba73ab52-4980c05c.jpg,overcast,snowy,0.6744623780250549
datasets\weather\val\overcast\ba7dcfa6-66589c64.jpg,overcast,overcast,0.9064080715179443
datasets\weather\val\overcast\ba85bff0-70955e40.jpg,overcast,overcast,0.5519040822982788
datasets\weather\val\overcast\ba8a41c9-fabd0516.jpg,overcast,overcast,0.6998853087425232
datasets\weather\val\overcast\baa255c5-5c99a79a.jpg,overcast,overcast,0.690210223197937
datasets\weather\val\overcast\bab09f26-0e237051.jpg,overcast,overcast,0.2883574664592743
datasets\weather\val\overcast\bab22965-312b92a3.jpg,overcast,overcast,0.5965564250946045
datasets\weather\val\overcast\bab22965-3e7b33e9.jpg,overcast,snowy,0.6068174242973328
datasets\weather\val\overcast\bab6fead-bc74d699.jpg,overcast,overcast,0.7803460359573364
datasets\weather\val\overcast\bab98f04-a1010c10.jpg,overcast,overcast,0.804098904132843
datasets\weather\val\overcast\bac391de-f53d733c.jpg,overcast,snowy,0.47836533188819885
datasets\weather\val\overcast\bac52b21-f294dffd.jpg,overcast,overcast,0.647749125957489
datasets\weather\val\overcast\bac52b21-ffc2453b.jpg,overcast,snowy,0.3858197033405304
datasets\weather\val\overcast\bac8fe51-6b258bd9.jpg,overcast,overcast,0.5664653182029724
datasets\weather\val\overcast\bacfd285-7f7bf1ce.jpg,overcast,overcast,0.6613532304763794
datasets\weather\val\overcast\bad4932f-06acec3c.jpg,overcast,snowy,0.5831471681594849
datasets\weather\val\overcast\bad5a7e9-b1d91b1a.jpg,overcast,overcast,0.64626544713974
datasets\weather\val\overcast\bad9944c-bdf6dd4f.jpg,overcast,overcast,0.37904107570648193
datasets\weather\val\overcast\bae778fd-4cc0d9be.jpg,overcast,overcast,0.46239420771598816
datasets\weather\val\overcast\bae92945-99223ba6.jpg,overcast,rainy,0.4499133825302124
datasets\weather\val\overcast\baec74cf-6bdcae72.jpg,overcast,overcast,0.7923777103424072
datasets\weather\val\overcast\baed9d4e-efe3a64e.jpg,overcast,snowy,0.24745845794677734
datasets\weather\val\overcast\baef72b1-4fd009a7.jpg,overcast,rainy,0.49700620770454407
datasets\weather\val\overcast\baf1fb8b-258ca9a9.jpg,overcast,overcast,0.5046418309211731
datasets\weather\val\overcast\baf29436-f6375fa4.jpg,overcast,snowy,0.8113287091255188
datasets\weather\val\overcast\bafacab2-a1bafb37.jpg,overcast,overcast,0.6884757280349731
datasets\weather\val\overcast\bb087b1c-6c9e904f.jpg,overcast,rainy,0.4592115879058838
datasets\weather\val\overcast\bb0b99d2-a91aab3d.jpg,overcast,overcast,0.6824255585670471
datasets\weather\val\overcast\bb1b7e42-48b281a3.jpg,overcast,overcast,0.7669727802276611
datasets\weather\val\overcast\bb1b7e42-67806924.jpg,overcast,overcast,0.7782259583473206
datasets\weather\val\overcast\bb21e706-33f63a66.jpg,overcast,overcast,0.6454777121543884
datasets\weather\val\overcast\bb2c8f70-d58d2ef6.jpg,overcast,rainy,0.4498666226863861
datasets\weather\val\overcast\bb370e7e-4c296bfb.jpg,overcast,overcast,0.4507671892642975
datasets\weather\val\overcast\bb3a75fa-b0b71066.jpg,overcast,snowy,0.3960418403148651
datasets\weather\val\overcast\bb3ada23-9d8e8e6e.jpg,overcast,clear,0.5002603530883789
datasets\weather\val\overcast\bb43e180-96b21056.jpg,overcast,overcast,0.7631782293319702
datasets\weather\val\overcast\bb46f3cd-b72d2152.jpg,overcast,overcast,0.4186323881149292
datasets\weather\val\overcast\bb4935b0-e3fcded0.jpg,overcast,overcast,0.7838607430458069
datasets\weather\val\overcast\bb6264e8-08299561.jpg,overcast,snowy,0.4933524429798126
datasets\weather\val\overcast\bb78624a-098bd29a.jpg,overcast,overcast,0.7338303327560425
datasets\weather\val\overcast\bb7fd291-10af39c3.jpg,overcast,snowy,0.5388029217720032
datasets\weather\val\overcast\bb7fd291-bf28c0b5.jpg,overcast,overcast,0.6654561161994934
datasets\weather\val\overcast\bb80de49-c7d12d6a.jpg,overcast,overcast,0.6829767227172852
datasets\weather\val\overcast\bb8dba97-1be28493.jpg,overcast,snowy,0.4518625736236572
datasets\weather\val\overcast\bb8dba97-2560a871.jpg,overcast,overcast,0.7057522535324097
datasets\weather\val\overcast\bb8dba97-50af5a1e.jpg,overcast,overcast,0.8522266149520874
datasets\weather\val\overcast\bb8dba97-5eb6b6b5.jpg,overcast,overcast,0.8728175759315491
datasets\weather\val\overcast\bb8dba97-9f4540b7.jpg,overcast,overcast,0.8728045225143433
datasets\weather\val\overcast\bb8dba97-b6abbfb0.jpg,overcast,overcast,0.44878947734832764
datasets\weather\val\overcast\bb8dba97-c7ec77a3.jpg,overcast,overcast,0.5667216181755066
datasets\weather\val\overcast\bb8e2033-6c418fc7.jpg,overcast,snowy,0.6631733179092407
datasets\weather\val\overcast\bb94c68a-820fd793.jpg,overcast,snowy,0.5564509630203247
datasets\weather\val\overcast\bb974084-83d5efd3.jpg,overcast,overcast,0.8267862200737
datasets\weather\val\overcast\bb974084-c0e23420.jpg,overcast,overcast,0.8246783018112183
datasets\weather\val\overcast\bb97c366-2adf3cdc.jpg,overcast,overcast,0.37785643339157104
datasets\weather\val\overcast\bb99a578-c060f56f.jpg,overcast,overcast,0.562728226184845
datasets\weather\val\overcast\bb9bd0cf-56fce493.jpg,overcast,overcast,0.4410443603992462
datasets\weather\val\overcast\bb9d32ae-a1246a1e.jpg,overcast,overcast,0.40518999099731445
datasets\weather\val\overcast\bb9d4d12-6cc166e9.jpg,overcast,clear,0.30444109439849854
datasets\weather\val\overcast\bb9fbfbe-f18bd5e5.jpg,overcast,snowy,0.4806038737297058
